"Source","Term_ID","Term_Name","GeneRatio","BgRatio","P_value","FDR","Q_value","Genes","Count","Comparison"
"KEGG","hsa03060","Protein export","1/514","31/9370",0.826545798331599,0.999999999999748,0.771929824561209,"HSPA5",1,"LOD_vs_CN"
"KEGG","hsa04981","Folate transport and metabolism","1/514","31/9370",0.826545798331599,0.999999999999748,0.771929824561209,"FOLR1",1,"LOD_vs_CN"
"KEGG","hsa04215","Apoptosis - multiple species","1/514","32/9370",0.836092372874651,0.999999999999748,0.771929824561209,"CYCS",1,"LOD_vs_CN"
"KEGG","hsa05310","Asthma","1/514","32/9370",0.836092372874651,0.999999999999748,0.771929824561209,"CD40",1,"LOD_vs_CN"
"KEGG","hsa04923","Regulation of lipolysis in adipocytes","2/514","59/9370",0.842304353079636,0.999999999999748,0.771929824561209,"NPY/GNAS",2,"LOD_vs_CN"
"KEGG","hsa04613","Neutrophil extracellular trap formation","8/514","195/9370",0.846327968430228,0.999999999999748,0.771929824561209,"ITGB2/MAPK1/ITGAM/FCGR3A/ACTB/SIGLEC9/FCGR3B/H4C1",8,"LOD_vs_CN"
"KEGG","hsa05207","Chemical carcinogenesis - receptor activation","9/514","217/9370",0.848999822891534,0.999999999999748,0.771929824561209,"JAG1/MAPK1/HSP90AA1/GSTO1/VEGFA/GNAS/NOTCH2/EIF4EBP1/HSP90AB1",9,"LOD_vs_CN"
"KEGG","hsa04710","Circadian rhythm","1/514","34/9370",0.853640905688434,0.999999999999748,0.771929824561209,"SKP1",1,"LOD_vs_CN"
"KEGG","hsa04914","Progesterone-mediated oocyte maturation","4/514","110/9370",0.860776767181323,0.999999999999748,0.771929824561209,"MAPK1/HSP90AA1/HSP90AB1/IGF1R",4,"LOD_vs_CN"
"KEGG","hsa04270","Vascular smooth muscle contraction","5/514","134/9370",0.865809881580891,0.999999999999748,0.771929824561209,"CALM1/MAPK1/CALM3/CALM2/GNAS",5,"LOD_vs_CN"
"KEGG","hsa04540","Gap junction","3/514","89/9370",0.873519786518188,0.999999999999748,0.771929824561209,"MAPK1/PDGFD/GNAS",3,"LOD_vs_CN"
"KEGG","hsa04211","Longevity regulating pathway","3/514","90/9370",0.878289233456724,0.999999999999748,0.771929824561209,"SOD2/EIF4EBP1/IGF1R",3,"LOD_vs_CN"
"KEGG","hsa04929","GnRH secretion","2/514","65/9370",0.87894173038657,0.999999999999748,0.771929824561209,"SPP1/MAPK1",2,"LOD_vs_CN"
"KEGG","hsa05169","Epstein-Barr virus infection","8/514","205/9370",0.881642226150918,0.999999999999748,0.771929824561209,"CD44/CYCS/MAP2K6/IFNAR2/IFNAR1/ICAM1/CD40/B2M",8,"LOD_vs_CN"
"KEGG","hsa00760","Nicotinate and nicotinamide metabolism","1/514","38/9370",0.883311437726107,0.999999999999748,0.771929824561209,"SIRT2",1,"LOD_vs_CN"
"KEGG","hsa05330","Allograft rejection","1/514","39/9370",0.889738561709045,0.999999999999748,0.771929824561209,"CD40",1,"LOD_vs_CN"
"KEGG","hsa05222","Small cell lung cancer","3/514","93/9370",0.89165329442882,0.999999999999748,0.771929824561209,"CYCS/FN1/LAMB1",3,"LOD_vs_CN"
"KEGG","hsa04664","Fc epsilon RI signaling pathway","2/514","69/9370",0.89882276098384,0.999999999999748,0.771929824561209,"MAPK1/MAP2K6",2,"LOD_vs_CN"
"KEGG","hsa05033","Nicotine addiction","1/514","41/9370",0.901552148555714,0.999999999999748,0.771929824561209,"GRIA2",1,"LOD_vs_CN"
"KEGG","hsa04936","Alcoholic liver disease","5/514","144/9370",0.902722609943101,0.999999999999748,0.771929824561209,"MAP2K6/C4B/LBP/CD14/C4A",5,"LOD_vs_CN"
"KEGG","hsa04917","Prolactin signaling pathway","2/514","71/9370",0.907582377393498,0.999999999999748,0.771929824561209,"MAPK1/TNFRSF11A",2,"LOD_vs_CN"
"KEGG","hsa04660","T cell receptor signaling pathway","4/514","122/9370",0.908507187487683,0.999999999999748,0.771929824561209,"PPP3CA/MAPK1/PPP3R1/CD4",4,"LOD_vs_CN"
"KEGG","hsa04062","Chemokine signaling pathway","7/514","193/9370",0.911305168956629,0.999999999999748,0.771929824561209,"MAPK1/CCL3/CX3CL1/CXCL16/CXCL13/CCL23/CRKL",7,"LOD_vs_CN"
"KEGG","hsa05231","Choline metabolism in cancer","3/514","99/9370",0.914504298344531,0.999999999999748,0.771929824561209,"MAPK1/PDGFD/EIF4EBP1",3,"LOD_vs_CN"
"KEGG","hsa00982","Drug metabolism - cytochrome P450","2/514","73/9370",0.915629073781304,0.999999999999748,0.771929824561209,"GSTO1/GSTP1",2,"LOD_vs_CN"
"KEGG","hsa04072","Phospholipase D signaling pathway","5/514","149/9370",0.91762442194551,0.999999999999748,0.771929824561209,"MAPK1/DNM1/ARF1/PDGFD/GNAS",5,"LOD_vs_CN"
"KEGG","hsa05202","Transcriptional misregulation in cancer","7/514","201/9370",0.930200606716498,0.999999999999748,0.771929824561209,"ITGAM/MET/IGFBP3/MMP3/CD40/IGF1R/CD14",7,"LOD_vs_CN"
"KEGG","hsa04926","Relaxin signaling pathway","4/514","130/9370",0.931663408438786,0.999999999999748,0.771929824561209,"MAPK1/VEGFA/TGFBR1/GNAS",4,"LOD_vs_CN"
"KEGG","hsa03018","RNA degradation","2/514","78/9370",0.932961086772088,0.999999999999748,0.771929824561209,"ENO1/ENO2",2,"LOD_vs_CN"
"KEGG","hsa00280","Valine, leucine and isoleucine degradation","1/514","48/9370",0.933799727743374,0.999999999999748,0.771929824561209,"DLD",1,"LOD_vs_CN"
"KEGG","hsa04150","mTOR signaling pathway","5/514","158/9370",0.939444128518326,0.999999999999748,0.771929824561209,"MAPK1/CAB39/WNT9A/EIF4EBP1/IGF1R",5,"LOD_vs_CN"
"KEGG","hsa03083","Polycomb repressive complex","2/514","83/9370",0.94688773212047,0.999999999999748,0.771929824561209,"SKP1/UBE2D2",2,"LOD_vs_CN"
"KEGG","hsa05320","Autoimmune thyroid disease","1/514","54/9370",0.952899206602064,0.999999999999748,0.771929824561209,"CD40",1,"LOD_vs_CN"
"KEGG","hsa04726","Serotonergic synapse","3/514","115/9370",0.955637356350321,0.999999999999748,0.771929824561209,"DDC/MAPK1/GNAS",3,"LOD_vs_CN"
"KEGG","hsa04340","Hedgehog signaling pathway","1/514","56/9370",0.957953556306853,0.999999999999748,0.771929824561209,"GAS1",1,"LOD_vs_CN"
"KEGG","hsa04152","AMPK signaling pathway","3/514","122/9370",0.967028184893994,0.999999999999748,0.771929824561209,"CAB39/EIF4EBP1/IGF1R",3,"LOD_vs_CN"
"KEGG","hsa04071","Sphingolipid signaling pathway","3/514","125/9370",0.97101234217455,0.999999999999748,0.771929824561209,"MAPK1/S1PR1/KNG1",3,"LOD_vs_CN"
"KEGG","hsa00310","Lysine degradation","1/514","63/9370",0.971744882498593,0.999999999999748,0.771929824561209,"DLD",1,"LOD_vs_CN"
"KEGG","hsa00590","Arachidonic acid metabolism","1/514","63/9370",0.971744882498593,0.999999999999748,0.771929824561209,"CBR1",1,"LOD_vs_CN"
"KEGG","hsa05217","Basal cell carcinoma","1/514","63/9370",0.971744882498593,0.999999999999748,0.771929824561209,"WNT9A",1,"LOD_vs_CN"
"KEGG","hsa04611","Platelet activation","3/514","126/9370",0.972236055811969,0.999999999999748,0.771929824561209,"MAPK1/ACTB/GNAS",3,"LOD_vs_CN"
"KEGG","hsa04927","Cortisol synthesis and secretion","1/514","65/9370",0.974779766209154,0.999999999999748,0.771929824561209,"GNAS",1,"LOD_vs_CN"
"KEGG","hsa05321","Inflammatory bowel disease","1/514","66/9370",0.976172909698514,0.999999999999748,0.771929824561209,"TGFB2",1,"LOD_vs_CN"
"KEGG","hsa00564","Glycerophospholipid metabolism","2/514","103/9370",0.979577537321585,0.999999999999748,0.771929824561209,"ACHE/PLD3",2,"LOD_vs_CN"
"KEGG","hsa00190","Oxidative phosphorylation","3/514","138/9370",0.983576862410501,0.999999999999748,0.771929824561209,"LHPP/CYCS/ATP6AP1",3,"LOD_vs_CN"
"KEGG","hsa04814","Motor proteins","5/514","194/9370",0.983885334377817,0.999999999999748,0.771929824561209,"DYNLL2/TPM1/ACTB/ACTA1/CAPZA2",5,"LOD_vs_CN"
"KEGG","hsa03013","Nucleocytoplasmic transport","2/514","108/9370",0.984000441216951,0.999999999999748,0.771929824561209,"SUMO3/SUMO2",2,"LOD_vs_CN"
"KEGG","hsa04723","Retrograde endocannabinoid signaling","3/514","149/9370",0.989962054540219,0.999999999999748,0.771929824561209,"MAPK1/CNR1/GRIA2",3,"LOD_vs_CN"
"KEGG","hsa04382","Cornified envelope formation","5/514","217/9370",0.993512602075287,0.999999999999748,0.771929824561209,"S100A1/BLMH/PLEC/ITGB4/FURIN",5,"LOD_vs_CN"
"KEGG","hsa05032","Morphine addiction","1/514","91/9370",0.994255794067757,0.999999999999748,0.771929824561209,"GNAS",1,"LOD_vs_CN"
"KEGG","hsa04714","Thermogenesis","5/514","235/9370",0.996906210280276,0.999999999999748,0.771929824561209,"CNR1/ACTB/GNAS/FGFR1/COA3",5,"LOD_vs_CN"
"KEGG","hsa04931","Insulin resistance","1/514","109/9370",0.997942580076827,0.999999999999748,0.771929824561209,"PTPA",1,"LOD_vs_CN"
"KEGG","hsa03082","ATP-dependent chromatin remodeling","1/514","117/9370",0.998697266211585,0.999999999999748,0.771929824561209,"ACTB",1,"LOD_vs_CN"
"KEGG","hsa04932","Non-alcoholic fatty liver disease","1/514","157/9370",0.999868215853191,0.999999999999748,0.771929824561209,"CYCS",1,"LOD_vs_CN"
"KEGG","hsa03040","Spliceosome","3/514","243/9370",0.999889190298044,0.999999999999748,0.771929824561209,"HSPA8/SF3A1/HSPA1B",3,"LOD_vs_CN"
"KEGG","hsa04740","Olfactory transduction","7/514","449/9370",0.999996294259581,0.999999999999748,0.771929824561209,"CALM1/CAMK2A/CAMK2D/CALM3/CAMK2G/CAMK2B/CALM2",7,"LOD_vs_CN"
"KEGG","hsa03010","Ribosome","1/514","222/9370",0.999996884852846,0.999999999999748,0.771929824561209,"UBA52",1,"LOD_vs_CN"
"KEGG","hsa00970","Aminoacyl-tRNA biosynthesis","1/514","500/9370",0.999999999999748,0.999999999999748,0.771929824561209,"WARS1",1,"LOD_vs_CN"
"GO_BP","GO:0097529","myeloid leukocyte migration","13/129","242/18870",1.16110894850832e-08,1.45054477926442e-05,1.14046157124066e-05,"CXCL12/CXADR/CD81/PPIA/MMP14/JAM3/THBS4/SERPINE1/CCN3/B4GALT1/CHGA/KIT/PDGFB",13,"EOD_vs_LOD"
"GO_BP","GO:0050900","leukocyte migration","16/129","396/18870",1.28563566424027e-08,1.45054477926442e-05,1.14046157124066e-05,"LYVE1/CXCL12/CXADR/CD81/GAS6/PPIA/MMP14/JAM3/THBS4/SERPINE1/MIA3/CCN3/B4GALT1/CHGA/KIT/PDGFB",16,"EOD_vs_LOD"
"GO_BP","GO:0031589","cell-substrate adhesion","15/129","356/18870",2.17276982103999e-08,1.45054477926442e-05,1.14046157124066e-05,"DAG1/CCN2/LYVE1/FN1/BCAM/GAS6/SPOCK1/MMP14/JAM3/SERPINE1/FBLN5/VCL/VWF/TNXB/PDGFB",15,"EOD_vs_LOD"
"GO_BP","GO:0003094","glomerular filtration","6/129","28/18870",3.02380024228671e-08,1.45054477926442e-05,1.14046157124066e-05,"IGHA1/GAS6/MCAM/JCHAIN/IGKV3-20/PDGFB",6,"EOD_vs_LOD"
"GO_BP","GO:0030198","extracellular matrix organization","14/129","321/18870",4.30516109785202e-08,1.45054477926442e-05,1.14046157124066e-05,"DAG1/LAMB2/AEBP1/COL1A2/GAS6/AGT/TNR/COMP/MMP14/LRP1/FSCN1/B4GALT1/FBLN5/TNXB",14,"EOD_vs_LOD"
"GO_BP","GO:0043062","extracellular structure organization","14/129","322/18870",4.47506527115638e-08,1.45054477926442e-05,1.14046157124066e-05,"DAG1/LAMB2/AEBP1/COL1A2/GAS6/AGT/TNR/COMP/MMP14/LRP1/FSCN1/B4GALT1/FBLN5/TNXB",14,"EOD_vs_LOD"
"GO_BP","GO:0045229","external encapsulating structure organization","14/129","323/18870",4.6510197696463e-08,1.45054477926442e-05,1.14046157124066e-05,"DAG1/LAMB2/AEBP1/COL1A2/GAS6/AGT/TNR/COMP/MMP14/LRP1/FSCN1/B4GALT1/FBLN5/TNXB",14,"EOD_vs_LOD"
"GO_BP","GO:0097205","renal filtration","6/129","30/18870",4.71273657088963e-08,1.45054477926442e-05,1.14046157124066e-05,"IGHA1/GAS6/MCAM/JCHAIN/IGKV3-20/PDGFB",6,"EOD_vs_LOD"
"GO_BP","GO:0016049","cell growth","17/129","497/18870",5.02885324090132e-08,1.45054477926442e-05,1.14046157124066e-05,"LAMB2/FN1/CXCL12/APOE/MEGF8/SLC39A12/AGT/PPT1/EGFR/TNR/SPOCK1/PTPRS/MMP14/LTBP4/CLSTN1/CCN3/VCL",17,"EOD_vs_LOD"
"GO_BP","GO:1903053","regulation of extracellular matrix organization","7/129","62/18870",2.13147570276897e-07,5.53331092438824e-05,4.35045409228319e-05,"DAG1/LAMB2/AEBP1/AGT/LRP1/FSCN1/TNXB",7,"EOD_vs_LOD"
"GO_BP","GO:0007409","axonogenesis","15/129","448/18870",4.28692984455507e-07,0.0001011715443315,7.95440858238497e-05,"DAG1/LAMB2/FN1/CXCL12/CNTN1/APOE/MEGF8/TNR/PTPRS/PTPRZ1/B4GAT1/CNTN4/CHL1/VCL/ROBO1",15,"EOD_vs_LOD"
"GO_BP","GO:0042063","gliogenesis","13/129","338/18870",5.65247506755238e-07,0.000121742927644782,9.5717920972846e-05,"VCAN/DAG1/LAMB2/CNTN1/CSPG4/ADGRG1/ACAN/MMP14/GPC1/PTPRZ1/LDLR/LRP1/NAGLU",13,"EOD_vs_LOD"
"GO_BP","GO:0044000","movement in host","10/129","188/18870",6.68829792707399e-07,0.000121742927644782,9.5717920972846e-05,"DAG1/CXADR/SLC3A2/CD81/GAS6/MRC1/HLA-DRB1/PPIA/EGFR/LDLR",10,"EOD_vs_LOD"
"GO_BP","GO:0085029","extracellular matrix assembly","6/129","46/18870",6.79812014655636e-07,0.000121742927644782,9.5717920972846e-05,"DAG1/COL1A2/GAS6/AGT/FBLN5/TNXB",6,"EOD_vs_LOD"
"GO_BP","GO:0007160","cell-matrix adhesion","11/129","239/18870",7.65090139619756e-07,0.000121742927644782,9.5717920972846e-05,"DAG1/CCN2/LYVE1/FN1/BCAM/MMP14/JAM3/SERPINE1/FBLN5/VCL/TNXB",11,"EOD_vs_LOD"
"GO_BP","GO:0031099","regeneration","10/129","191/18870",7.73162357389098e-07,0.000121742927644782,9.5717920972846e-05,"DAG1/LAMB2/CXCL12/PTPRF/CD81/GAS6/TNR/PTPRS/HSPG2/CCN3",10,"EOD_vs_LOD"
"GO_BP","GO:0030595","leukocyte chemotaxis","11/129","240/18870",7.97237969938867e-07,0.000121742927644782,9.5717920972846e-05,"CXCL12/CXADR/GAS6/PPIA/JAM3/THBS4/SERPINE1/CCN3/CHGA/KIT/PDGFB",11,"EOD_vs_LOD"
"GO_BP","GO:0043410","positive regulation of MAPK cascade","15/129","474/18870",8.71949051911479e-07,0.000125754429931233,9.8871883722594e-05,"CCN2/APOE/CSPG4/CD81/GAS6/NDRG4/HLA-DRB1/PPIA/EGFR/CHI3L1/GPR37/FGFR1/ROBO1/KIT/PDGFB",15,"EOD_vs_LOD"
"GO_BP","GO:0001558","regulation of cell growth","14/129","417/18870",1.03315585179084e-06,0.000141161715328896,0.000110985551059415,"FN1/CXCL12/APOE/MEGF8/AGT/PPT1/EGFR/TNR/SPOCK1/PTPRS/MMP14/LTBP4/CLSTN1/CCN3",14,"EOD_vs_LOD"
"GO_BP","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","11/129","248/18870",1.10036179396608e-06,0.000142826960856797,0.00011229481676317,"DAG1/FN1/PIK3IP1/GAS6/AGT/EGFR/CHI3L1/DCN/FGFR1/KIT/PDGFB",11,"EOD_vs_LOD"
"GO_BP","GO:0042060","wound healing","14/129","423/18870",1.22294071502152e-06,0.000148635615872143,0.000116861754592525,"DAG1/FN1/APOE/GAS6/PPIA/CADM4/MCAM/COMP/SERPINE1/MIA3/B4GALT1/VCL/VWF/PDGFB",14,"EOD_vs_LOD"
"GO_BP","GO:0046718","viral entry into host cell","9/129","156/18870",1.25962386332325e-06,0.000148635615872143,0.000116861754592525,"DAG1/CXADR/SLC3A2/CD81/GAS6/MRC1/HLA-DRB1/EGFR/LDLR",9,"EOD_vs_LOD"
"GO_BP","GO:0007162","negative regulation of cell adhesion","12/129","312/18870",1.57430796560636e-06,0.000177010645621885,0.000139171049331293,"CXCL12/IL1RN/PODXL/HLA-DRB1/TNR/SPOCK1/MMP14/JAM3/FGL2/HSPG2/SERPINE1/MIA3",12,"EOD_vs_LOD"
"GO_BP","GO:0006022","aminoglycan metabolic process","8/129","121/18870",1.80695850618199e-06,0.000177010645621885,0.000139171049331293,"LYVE1/CHI3L1/GALNT5/B4GAT1/CHST15/BPNT2/NAGLU/PDGFB",8,"EOD_vs_LOD"
"GO_BP","GO:0048675","axon extension","8/129","121/18870",1.80695850618199e-06,0.000177010645621885,0.000139171049331293,"LAMB2/FN1/CXCL12/APOE/MEGF8/TNR/PTPRS/VCL",8,"EOD_vs_LOD"
"GO_BP","GO:0044409","entry into host","9/129","163/18870",1.81489883179148e-06,0.000177010645621885,0.000139171049331293,"DAG1/CXADR/SLC3A2/CD81/GAS6/MRC1/HLA-DRB1/EGFR/LDLR",9,"EOD_vs_LOD"
"GO_BP","GO:0050890","cognition","12/129","317/18870",1.85746844378147e-06,0.000177010645621885,0.000139171049331293,"APOE/NDRG4/MAN2B1/GM2A/PPT1/EGFR/TNR/PTPRZ1/LDLR/NLGN4X/CHL1/KIT",12,"EOD_vs_LOD"
"GO_BP","GO:0051701","biological process involved in interaction with host","10/129","211/18870",1.90920573089861e-06,0.000177010645621885,0.000139171049331293,"DAG1/CXADR/SLC3A2/CD81/GAS6/MRC1/HLA-DRB1/PPIA/EGFR/LDLR",10,"EOD_vs_LOD"
"GO_BP","GO:0044403","biological process involved in symbiotic interaction","12/129","322/18870",2.18478911811285e-06,0.000195576294848999,0.000153767916516182,"DAG1/FN1/APOE/CXADR/SLC3A2/CD81/GAS6/MRC1/HLA-DRB1/PPIA/EGFR/LDLR",12,"EOD_vs_LOD"
"GO_BP","GO:0060326","cell chemotaxis","12/129","325/18870",2.40477818607514e-06,0.000208093472368368,0.000163609294835077,"CXCL12/CXADR/GAS6/PPIA/JAM3/THBS4/SERPINE1/CCN3/FGFR1/CHGA/KIT/PDGFB",12,"EOD_vs_LOD"
"GO_BP","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","9/129","171/18870",2.69693519487237e-06,0.000225385581225558,0.000177204866594906,"FN1/GAS6/AGT/EGFR/CHI3L1/DCN/FGFR1/KIT/PDGFB",9,"EOD_vs_LOD"
"GO_BP","GO:0050767","regulation of neurogenesis","13/129","390/18870",2.77825061603154e-06,0.000225385581225558,0.000177204866594906,"VCAN/DAG1/FN1/CXCL12/MEGF8/PTPRD/ACAN/TNR/PTPRS/PTPRZ1/LDLR/ROBO1/KIT",13,"EOD_vs_LOD"
"GO_BP","GO:0007611","learning or memory","11/129","274/18870",2.89873217100436e-06,0.000228033597452343,0.000179286815935485,"APOE/NDRG4/MAN2B1/GM2A/PPT1/EGFR/TNR/PTPRZ1/LDLR/NLGN4X/KIT",11,"EOD_vs_LOD"
"GO_BP","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","11/129","279/18870",3.44905463044355e-06,0.00026334546531269,0.000207050059703717,"PTPRF/CXADR/PTPRD/ADGRL1/IL1RN/MDGA1/CADM4/PTPRS/CNTN4/CLSTN1/ROBO1",11,"EOD_vs_LOD"
"GO_BP","GO:0090136","epithelial cell-cell adhesion","4/129","16/18870",3.55980118417488e-06,0.000263976756850672,0.000207546399940578,"THBS4/CCN3/VCL/KIT",4,"EOD_vs_LOD"
"GO_BP","GO:0022029","telencephalon cell migration","6/129","61/18870",3.70600059082293e-06,0.000263976756850672,0.000207546399940578,"CXCL12/MDGA1/ADGRG1/EGFR/TNR/ROBO1",6,"EOD_vs_LOD"
"GO_BP","GO:0051960","regulation of nervous system development","14/129","466/18870",3.77872041721217e-06,0.000263976756850672,0.000207546399940578,"VCAN/DAG1/FN1/CXCL12/MEGF8/PTPRD/ACAN/TNR/PTPRS/PTPRZ1/LDLR/CLSTN1/ROBO1/KIT",14,"EOD_vs_LOD"
"GO_BP","GO:1990138","neuron projection extension","9/129","179/18870",3.92559545101578e-06,0.000263976756850672,0.000207546399940578,"LAMB2/FN1/CXCL12/APOE/MEGF8/SLC39A12/TNR/PTPRS/VCL",9,"EOD_vs_LOD"
"GO_BP","GO:0006935","chemotaxis","14/129","468/18870",3.96964785766795e-06,0.000263976756850672,0.000207546399940578,"CXCL12/MEGF8/CXADR/GAS6/PPIA/JAM3/THBS4/SERPINE1/CCN3/FGFR1/CHGA/ROBO1/KIT/PDGFB",14,"EOD_vs_LOD"
"GO_BP","GO:0002685","regulation of leukocyte migration","10/129","230/18870",4.1282494140284e-06,0.000263976756850672,0.000207546399940578,"LYVE1/CXCL12/CD81/GAS6/MMP14/JAM3/THBS4/SERPINE1/MIA3/CCN3",10,"EOD_vs_LOD"
"GO_BP","GO:0042330","taxis","14/129","470/18870",4.16912443408226e-06,0.000263976756850672,0.000207546399940578,"CXCL12/MEGF8/CXADR/GAS6/PPIA/JAM3/THBS4/SERPINE1/CCN3/FGFR1/CHGA/ROBO1/KIT/PDGFB",14,"EOD_vs_LOD"
"GO_BP","GO:0050920","regulation of chemotaxis","10/129","232/18870",4.45789348495362e-06,0.00027323562387114,0.000214825997358747,"CXCL12/MEGF8/GAS6/JAM3/THBS4/SERPINE1/CCN3/FGFR1/ROBO1/PDGFB",10,"EOD_vs_LOD"
"GO_BP","GO:0007411","axon guidance","10/129","233/18870",4.63111226900238e-06,0.00027323562387114,0.000214825997358747,"DAG1/LAMB2/CXCL12/CNTN1/MEGF8/TNR/B4GAT1/CNTN4/CHL1/ROBO1",10,"EOD_vs_LOD"
"GO_BP","GO:0097485","neuron projection guidance","10/129","233/18870",4.63111226900238e-06,0.00027323562387114,0.000214825997358747,"DAG1/LAMB2/CXCL12/CNTN1/MEGF8/TNR/B4GAT1/CNTN4/CHL1/ROBO1",10,"EOD_vs_LOD"
"GO_BP","GO:0021885","forebrain cell migration","6/129","64/18870",4.92102351942522e-06,0.000275718930149602,0.000216778446825107,"CXCL12/MDGA1/ADGRG1/EGFR/TNR/ROBO1",6,"EOD_vs_LOD"
"GO_BP","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","11/129","290/18870",4.99182962905675e-06,0.000275718930149602,0.000216778446825107,"DAG1/FN1/PIK3IP1/GAS6/AGT/EGFR/CHI3L1/DCN/FGFR1/KIT/PDGFB",11,"EOD_vs_LOD"
"GO_BP","GO:0051962","positive regulation of nervous system development","11/129","290/18870",4.99182962905675e-06,0.000275718930149602,0.000216778446825107,"VCAN/DAG1/FN1/CXCL12/MEGF8/PTPRD/ACAN/PTPRZ1/CLSTN1/ROBO1/KIT",11,"EOD_vs_LOD"
"GO_BP","GO:0051347","positive regulation of transferase activity","13/129","414/18870",5.32138995218535e-06,0.000287798506580691,0.000226275770115952,"APOE/GAS6/UBE2L3/AGT/HLA-DRB1/PPIA/EGFR/CHI3L1/ANG/FGFR1/ROBO1/KIT/PDGFB",13,"EOD_vs_LOD"
"GO_BP","GO:0050769","positive regulation of neurogenesis","10/129","242/18870",6.47183306003217e-06,0.00034287507395599,0.000269578610169761,"VCAN/DAG1/FN1/CXCL12/MEGF8/PTPRD/ACAN/PTPRZ1/ROBO1/KIT",10,"EOD_vs_LOD"
"GO_BP","GO:0002687","positive regulation of leukocyte migration","8/129","149/18870",8.52115497052995e-06,0.000434838184581371,0.000341882750751471,"LYVE1/CXCL12/GAS6/MMP14/JAM3/THBS4/SERPINE1/MIA3",8,"EOD_vs_LOD"
"GO_BP","GO:0009306","protein secretion","12/129","368/18870",8.5426607910824e-06,0.000434838184581371,0.000341882750751471,"APOE/IL1RN/SNCG/PCSK1/HLA-DRB1/PPIA/COMP/ANG/VGF/MIA3/CCN3/CHGA",12,"EOD_vs_LOD"
"GO_BP","GO:0035592","establishment of protein localization to extracellular region","12/129","369/18870",8.77907862168597e-06,0.000438278617344169,0.000344587721608281,"APOE/IL1RN/SNCG/PCSK1/HLA-DRB1/PPIA/COMP/ANG/VGF/MIA3/CCN3/CHGA",12,"EOD_vs_LOD"
"GO_BP","GO:0010001","glial cell differentiation","10/129","252/18870",9.23035278116038e-06,0.000452113128677214,0.000355464827063952,"VCAN/DAG1/LAMB2/CNTN1/ACAN/GPC1/PTPRZ1/LDLR/LRP1/NAGLU",10,"EOD_vs_LOD"
"GO_BP","GO:0030336","negative regulation of cell migration","12/129","373/18870",9.78317045336676e-06,0.000470316861054446,0.000369777144426475,"DAG1/CXCL12/APOE/ADGRG1/NDRG4/DCN/SERPINE1/LRP1/MIA3/CCN3/VCL/ROBO1",12,"EOD_vs_LOD"
"GO_BP","GO:0007626","locomotory behavior","9/129","201/18870",1.00493804060684e-05,0.00047433075516643,0.000372932987700798,"CXCL12/CNTN1/APOE/SNCG/PPT1/TNR/GPR37/NAGLU/CHL1",9,"EOD_vs_LOD"
"GO_BP","GO:0071692","protein localization to extracellular region","12/129","377/18870",1.08866088549389e-05,0.000504672081918237,0.000396788243791851,"APOE/IL1RN/SNCG/PCSK1/HLA-DRB1/PPIA/COMP/ANG/VGF/MIA3/CCN3/CHGA",12,"EOD_vs_LOD"
"GO_BP","GO:0010720","positive regulation of cell development","13/129","444/18870",1.1260428264854e-05,0.000507186583291356,0.000398765219772095,"VCAN/DAG1/FN1/CXCL12/MEGF8/PTPRD/GAS6/ACAN/HLA-DRB1/MMP14/PTPRZ1/ROBO1/KIT",13,"EOD_vs_LOD"
"GO_BP","GO:0006898","receptor-mediated endocytosis","10/129","258/18870",1.13315954664479e-05,0.000507186583291356,0.000398765219772095,"LYVE1/APOE/SFRP4/CD81/MRC1/PPT1/HSPG2/LDLR/SERPINE1/LRP1",10,"EOD_vs_LOD"
"GO_BP","GO:0030203","glycosaminoglycan metabolic process","7/129","112/18870",1.183503910738e-05,0.000520741720724722,0.000409422673134878,"LYVE1/GALNT5/B4GAT1/CHST15/BPNT2/NAGLU/PDGFB",7,"EOD_vs_LOD"
"GO_BP","GO:0019058","viral life cycle","11/129","321/18870",1.30041098958861e-05,0.000562644488162006,0.000442367878739003,"DAG1/APOE/CXADR/SLC3A2/CD81/GAS6/MRC1/HLA-DRB1/PPIA/EGFR/LDLR",11,"EOD_vs_LOD"
"GO_BP","GO:0010975","regulation of neuron projection development","13/129","453/18870",1.39273789085752e-05,0.000592712715519037,0.000466008415940075,"FN1/CXCL12/CNTN1/APOE/MEGF8/PTPRF/SLC39A12/PTPRD/NDRG4/TNR/SPOCK1/PTPRS/ROBO1",13,"EOD_vs_LOD"
"GO_BP","GO:2000146","negative regulation of cell motility","12/129","388/18870",1.45027390995332e-05,0.000607243721006261,0.000477433125874276,"DAG1/CXCL12/APOE/ADGRG1/NDRG4/DCN/SERPINE1/LRP1/MIA3/CCN3/VCL/ROBO1",12,"EOD_vs_LOD"
"GO_BP","GO:0033674","positive regulation of kinase activity","11/129","337/18870",2.04206484672064e-05,0.000841460371759805,0.000661581242738733,"GAS6/AGT/HLA-DRB1/PPIA/EGFR/CHI3L1/ANG/FGFR1/ROBO1/KIT/PDGFB",11,"EOD_vs_LOD"
