"Protein","Weighted_Effect","CI_Lower","CI_Upper","Z_score","P_value","I_squared","LOO_Mean","LOO_CI_Lower","LOO_CI_Upper","N_Studies","Total_N","Studies","N_Unique_Studies","Unique_Study_Names","FDR_BH_Stratified"
"RSPO1",-0.00739483699281104,-0.0577186585398324,0.0429289845542103,-0.211628725544385,0.832396697137955,0.364719603197641,NA,NA,NA,4,818,"study_3_Olink_EOD_vs_CN; study_3_Soma_EOD_vs_CN; study_8_EOD_vs_CN; study_9_EOD_vs_CN",2,"study_3_Soma; study_8",0.946563562763939
"NCL",0.00814971358441458,-0.0820701173932197,0.0983695445620488,0.211292108240032,0.832659340632503,0.534134365518545,NA,NA,NA,4,509,"study_1_EOD_vs_CN; study_2_EOD_vs_CN; study_5_EOD_vs_CN; study_6_EOD_vs_CN",2,"study_1; study_6",0.946563562763939
"RMDN1",0.0336300489506731,-0.0766007524296595,0.143860850331006,0.210929646564533,0.832942169918742,0.176448684736477,0.0282687774717297,-0.0193317129916468,0.0599977475318275,4,795,"study_1_EOD_vs_CN; study_11_EOD_vs_CN; study_3_Soma_EOD_vs_CN; study_6_EOD_vs_CN",3,"study_1; study_11; study_6",0.937836944321207
"EPHB3",0.0167949760141258,-0.030872315129007,0.0644622671572585,0.210524919505799,0.833258004486828,0.840890119058603,0.0133245798170876,-0.0546462701653386,0.0707730734507674,6,1032,"study_1_EOD_vs_CN; study_11_EOD_vs_CN; study_2_EOD_vs_CN; study_3_Soma_EOD_vs_CN; study_5_EOD_vs_CN; study_6_EOD_vs_CN",3,"study_1; study_11; study_6",0.937836944321207
"ITIH1",-0.00606934429667349,-0.0832112596333373,0.0710725710399903,-0.209433871512048,0.83410955336607,0.750322930293656,-0.00430723610413182,-0.0519802660075572,0.0341757870548276,9,1515,"study_1_EOD_vs_CN; study_10_EOD_vs_CN; study_11_EOD_vs_CN; study_2_EOD_vs_CN; study_3_Soma_EOD_vs_CN; study_4_EOD_vs_CN; study_5_EOD_vs_CN; study_6_EOD_vs_CN; study_7_EOD_vs_CN",5,"study_1; study_11; study_4; study_6; study_7",0.895614071040548
"PLCH1",-0.0166381249607641,-0.168660798880342,0.135384548958814,-0.209331919908266,0.834189135233945,0.360996116237842,NA,NA,NA,2,236,"study_6_EOD_vs_CN; study_7_EOD_vs_CN",2,"study_6; study_7",0.946563562763939
"CAPZB",0.00644963945329999,-0.109471111011833,0.122370389918433,0.20932145052474,0.834197307571316,0,NA,NA,NA,2,387,"study_11_EOD_vs_CN; study_2_EOD_vs_CN",2,"study_11; study_2",0.946563562763939
"CALB1",0.0135035350225035,-0.0317810425724313,0.0587881126174383,0.208788926916184,0.834613015879475,0.541138611029122,0.0123213879441701,-0.00757436511112121,0.0282873587920829,9,1469,"study_1_EOD_vs_CN; study_10_EOD_vs_CN; study_11_EOD_vs_CN; study_2_EOD_vs_CN; study_3_Soma_EOD_vs_CN; study_4_EOD_vs_CN; study_5_EOD_vs_CN; study_6_EOD_vs_CN; study_7_EOD_vs_CN",5,"study_1; study_11; study_4; study_6; study_7",0.895614071040548
"MXRA7",-0.00118615364230735,-0.0393917069079581,0.0370193996233434,-0.208733809528881,0.834656045262919,0.213617429506068,-0.00240270607539026,-0.018911902729694,0.00729953584302754,8,1251,"study_1_EOD_vs_CN; study_11_EOD_vs_CN; study_2_EOD_vs_CN; study_3_Soma_EOD_vs_CN; study_4_EOD_vs_CN; study_5_EOD_vs_CN; study_6_EOD_vs_CN; study_7_EOD_vs_CN",5,"study_1; study_11; study_4; study_6; study_7",0.895614071040548
"WNT4",0.0090310358452825,-0.0843620605966932,0.102424132287258,0.206025232023826,0.836771201780187,0,NA,NA,NA,2,511,"study_11_EOD_vs_CN; study_6_EOD_vs_CN",2,"study_11; study_6",0.947176568703695
