"Protein","Weighted_Effect","CI_Lower","CI_Upper","Z_score","P_value","I_squared","LOO_Mean","LOO_CI_Lower","LOO_CI_Upper","N_Studies","Total_N","Studies","N_Unique_Studies","Unique_Study_Names","FDR_BH_Stratified"
"PAPPA",-0.054982884082286,-0.121281673809123,0.0113159056445508,-1.2163199018435,0.223863083029165,0.609763155291754,-0.139710174144287,-0.334114528013333,-0.0268006792752862,6,983,"study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_6_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",3,"study_2; study_6; study_8",0.642139992490227
"GLOD4",0.0148126199923146,-0.0162470207862184,0.0458722607708476,1.21539078920546,0.224217079354244,0.861457919925125,0.0142483051333775,-0.0137449954175493,0.0495485826547572,7,870,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.432580425824855
"CD300A",-0.0799535136489096,-0.1971574556916,0.0372504283937813,-1.21509312243172,0.224330576398574,0.237235087748287,NA,NA,NA,3,181,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD",2,"study_11; study_2",0.743180789000777
"CALR",-0.0118799835502313,-0.0359993887606083,0.0122394216601457,-1.21447010881906,0.224568257493282,0.568151610492762,-0.0124742044707546,-0.0216101892163314,-0.00353044829929863,11,1947,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.385750313274751
"PRRG1",-0.0648781613102511,-0.149847282805475,0.0200909601849731,-1.21339135269018,0.22498023085228,0.703115915096252,-0.064999630750969,-0.11393906269285,-0.0126914499129683,6,750,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.587373536835892
"SGSH",0.125403076627325,-0.214844501438133,0.465650654692784,1.21320661766832,0.225050834648816,0.00871537116229249,0.135066213152908,0.0982685087485296,0.175902688174393,4,138,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_7_EOD_vs_LOD",3,"study_11; study_2; study_7",0.642139992490227
"CD55",-0.0298460794544325,-0.0677239030856101,0.00803174417674513,-1.21306464930467,0.225105104229238,0.0820953940078089,-0.0299886636214861,-0.0416682151466235,-0.0131925095398829,9,1036,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.433199747181708
"GAS1",-0.0375884505686767,-0.0937390024262837,0.0185621012889303,-1.21238389233307,0.22536546388082,0,-0.0366611601618111,-0.0495382373133139,-0.0156371305204225,6,521,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.642139992490227
"CD300C",-0.0504597162137239,-0.131184381126908,0.0302649486994605,-1.21067546162215,0.226019810454568,0.198628139939583,NA,NA,NA,4,932,"study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_3_Soma; study_8",0.743180789000777
"ST6GAL2",-0.000281021743438282,-0.0420160367006586,0.041453993213782,-1.21049375684048,0.226089484954162,0.784593780745993,-0.000469668994093965,-0.0390282483128836,0.0222337882508632,9,1042,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.434000920866782
"GABBR2",-0.0800927942418002,-0.242384453460967,0.0821988649773668,-1.21018281446092,0.226208751025001,0,NA,NA,NA,2,153,"study_11_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD",2,"study_11; study_3_Soma",0.743180789000777
"NAGK",0.291003274253019,-0.0109083953065537,0.592914943812593,1.20795182138278,0.227065794756045,0.968948166707514,NA,NA,NA,3,160,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD",2,"study_11; study_2",0.743180789000777
"NUCB2",0.0116122670850228,-0.0386737311186352,0.0618982652886807,1.20781165265165,0.227119718258535,0.837186309093823,0.0164294504020869,-0.0289989685591229,0.0953314285146222,12,1911,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.387011999912544
"DYNLL2",0.0146682246802533,-0.0217300720115995,0.0510665213721061,1.20644526270554,0.227645852604821,0.212720585527687,0.0149598176205234,8.17876686398577e-05,0.0339260187776284,9,978,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.434823955620311
"DIPK2B",-0.0175492374085085,-0.0529456822504837,0.0178472074334667,-1.20641757909857,0.227656521267178,0.0852667356828332,-0.0178935114069002,-0.0288985121065866,-0.00717022088142507,7,837,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.434823955620311
"SUGT1",-0.0743578784991572,-0.185466520519355,0.0367507635210404,-1.20516716579283,0.228138775039669,0.0405195977305406,-0.0685172253269828,-0.0939815213003881,-0.0298989065761183,5,301,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_11; study_2; study_6",0.642139992490227
"VSNL1",-0.0454594836706781,-0.125506091217316,0.0345871238759595,-1.20495215011163,0.228221774592474,0,NA,NA,NA,5,446,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD",2,"study_1; study_11",0.743180789000777
"EFHD2",0.135989087553574,-0.077894128872495,0.349872303979643,1.2025161781183,0.229163601889436,0,0.125655142459658,0.0925139912658986,0.187934705830195,3,173,"study_11_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_7_EOD_vs_LOD",3,"study_11; study_3_Soma; study_7",0.642139992490227
"TUBA1C",0.0803648259612063,-0.082267005533096,0.242996657455509,1.20195057445021,0.229382678109837,0,NA,NA,NA,2,234,"study_11_EOD_vs_LOD; study_7_EOD_vs_LOD",2,"study_11; study_7",0.743180789000777
"ERBB2",-0.0392453348347173,-0.10265743679408,0.024166767124645,-1.201664638775,0.229493486751087,0,NA,NA,NA,4,934,"study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_2; study_8",0.743180789000777
"UBE2K",-0.302859801976946,-0.792570150118061,0.186850546164168,-1.20132118173068,0.229626636988294,0.620323195115649,-0.331735207319361,-0.587324168889485,-0.0802336141273462,3,262,"study_11_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_11; study_3_Soma; study_6",0.642139992490227
"MT1E",-0.0569524114866929,-0.141896509532829,0.027991686559443,-1.20054583652247,0.229927422183225,0.0502143942547111,NA,NA,NA,2,231,"study_11_EOD_vs_LOD; study_4_EOD_vs_LOD",2,"study_11; study_4",0.743180789000777
"IGHV3-15",0.0937892305578383,-0.00306803757536571,0.190646498691042,1.19750761341369,0.231108761858986,0.694152691347528,0.0959424452182908,0.00255376258703234,0.166963319526043,5,728,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.599782262919749
"EPHB4",-0.0457215910249639,-0.101863554144715,0.0104203720947873,-1.19682908825301,0.231373178008757,0.785520146616991,-0.0358729978243122,-0.0735587124893326,0.0126983359721445,8,1353,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",3,"study_1; study_11; study_8",0.642139992490227
"NSG1",-0.0555781788140564,-0.111753818868519,0.000597461240405689,-1.19673554722773,0.231409647089642,0.931645114001601,-0.0591436664624218,-0.102468222892953,-0.00307724875029226,6,768,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.438478606239668
"PTPRN2",-0.00611180924913398,-0.0538625235929129,0.041638905094645,-1.19654353347458,0.231484520779137,0.752703053220778,-0.00588588911589174,-0.0645411261806234,0.0187053199865549,8,1025,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.438478606239668
"IGHV1-69",0.068776226584744,-0.0707188481914421,0.20827130136093,1.19574622205417,0.231795607810838,0,0.0698164570434293,0.0279772347022739,0.10453532403019,6,848,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.438478606239668
"SF3A1",-0.0210341339926988,-0.0950587567587184,0.0529904887733208,-1.19544736253017,0.231912290296462,0.86941639437218,-0.0205895625817556,-0.0553922832752112,0.0393861634657652,7,767,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.438478606239668
"AIF1",0.0482756274384646,-0.0370905391980793,0.133641794075009,1.19518053189604,0.232016503106671,0,0.0432203005380413,0.000296291636969116,0.0804418299433326,5,305,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_11; study_2; study_6",0.642139992490227
"TSKU",0.0645874373862229,-0.0487966665722527,0.177971541344698,1.19486306181575,0.232140536853482,0,0.065187879052575,0.05059762219754,0.0803248765843649,3,352,"study_11_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_11; study_5; study_6",0.642139992490227
"DNAJC5",0.139565404101394,-0.082221897660561,0.361352705863349,1.19447432263881,0.232292479121098,0.16137171208169,NA,NA,NA,2,167,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD",2,"study_11; study_2",0.743180789000777
"EPCAM",-0.064319635177028,-0.170378835535358,0.0417395651813025,-1.19418187226905,0.232406832540494,0,NA,NA,NA,3,914,"study_3_Olink_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_3_Olink; study_8",0.743180789000777
"CFC1",-0.0434156311132787,-0.117859106238371,0.031027844011814,-1.19414855533841,0.232419862601382,0.371364144117424,NA,NA,NA,4,932,"study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_3_Soma; study_8",0.743180789000777
"CTRC",0.0751734595091405,-0.0385826829494919,0.188929601967773,1.19340632401665,0.232710279455348,0.838497565261217,NA,NA,NA,3,914,"study_3_Olink_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_3_Olink; study_8",0.743180789000777
"PRG4",0.0348612488087431,-0.0487160077945138,0.118438505412,1.19324529255281,0.232773321077603,0.850521776462371,0.0362234626563271,-0.0488052186965903,0.0689437566699484,8,1028,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.438478606239668
"FZD8",0.0571934277616488,-0.0379323314135828,0.15231918693688,1.19271032866859,0.232982839121195,0,NA,NA,NA,5,387,"study_1_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",2,"study_1; study_6",0.743180789000777
"HS6ST3",-0.0235670021250041,-0.0674969368622668,0.0203629326122586,-1.19263207021363,0.233013500174483,0.549575100029859,-0.0230674256938709,-0.0539994144618551,-0.00571537008389134,8,901,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.438478606239668
"CACNA2D2",-0.0222069580538988,-0.0947196836054079,0.0503057674976103,-1.19229958771105,0.2331437961383,0.839365287162182,-0.0223765074322465,-0.0333561718023087,-0.000203642098558502,9,1779,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.391096760777794
"SORCS2",-0.0224732178664406,-0.0493216141510404,0.00437517841815921,-1.19218389095756,0.233189148444976,0.71687561872682,-0.0238598569950551,-0.0474346659760985,-0.0098877842373735,11,1938,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.391096760777794
"YIPF3",-0.0184984701552082,-0.0613312344397643,0.024334294129348,-1.19069566591461,0.233773079988377,0,-0.0180150143500902,-0.0224500709248963,-0.0104836083444115,5,667,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.64345461620563
"UBL4A",-0.115261675596566,-0.312415452390533,0.0818921011974012,-1.19048478098354,0.233855908201565,0,NA,NA,NA,2,121,"study_11_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD",2,"study_11; study_3_Soma",0.743180789000777
"PIGR",0.035477647436187,-0.0199766413053722,0.0909319361777461,1.19043380946741,0.233875931148252,0.921401554232428,0.0376979898693732,-0.0494659759109566,0.108566425483936,9,891,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.439020175423254
"COL14A1",0.0232158932909663,-0.0101865197978911,0.0566183063798237,1.18853618274795,0.23462223342958,0.754302719366526,0.0230005744758061,-0.00886020482513781,0.0424696765874919,7,883,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.439341633186763
"SH3GLB2",-0.0926318280931386,-0.226322816887084,0.0410591607008073,-1.18743303540963,0.235056855801034,0.112754898330997,NA,NA,NA,2,104,"study_11_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD",2,"study_11; study_3_Soma",0.743180789000777
"TPM4",0.0331223133039216,-0.0433808372211613,0.109625463829004,1.1849024164956,0.236056031862439,0.495767903463951,0.0243584970081499,-0.0456459524566466,0.0744527344750677,6,525,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_7_EOD_vs_LOD",3,"study_1; study_11; study_7",0.646537703032098
"MSR1",-0.045930337116353,-0.126916064628473,0.0350553903957674,-1.18484816046431,0.236077486870301,0,NA,NA,NA,5,944,"study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_2; study_8",0.743180789000777
"FLT1",-0.0416629715342125,-0.119674003469614,0.0363480604011896,-1.18214294977826,0.237148984905168,0.732966829300494,NA,NA,NA,4,932,"study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_3_Soma; study_8",0.743180789000777
"MMP2",-0.0429258317532224,-0.0841349676242228,-0.00171669588222195,-1.1818880593099,0.237250120510058,0.843525675888666,-0.0415473279786726,-0.0636473620232085,0.00281332019932509,11,1413,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_9",0.392886322438398
"RARRES1",-0.129984637612539,-0.298895392864895,0.0389261176398156,-1.18132463445084,0.237473784716975,0.649363843015078,NA,NA,NA,5,339,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD",2,"study_1; study_11",0.743180789000777
"BLVRB",-0.0766743956686075,-0.213188630545899,0.0598398392086837,-1.18124210172338,0.237506560448885,0,-0.0777509518449853,-0.119267826029505,-0.0206848353033155,8,739,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.612738818672864
"MYOC",-0.0604669365559029,-0.145484182324332,0.0245503092125262,-1.18013824046865,0.237945237533114,0.681987417775327,-0.0580814733904152,-0.0957245183957197,-0.0180618134977981,11,1803,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.392886322438398
"IGHV1-18",-0.0373250217993168,-0.130222662680861,0.0555726190822279,-1.17999190548196,0.238003434327991,0.484043690128766,-0.0459191474605179,-0.12536576794611,0.0216481086794006,4,476,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_5_EOD_vs_LOD; study_7_EOD_vs_LOD",3,"study_1; study_11; study_7",0.648676026893937
"CDH11",-0.0110285909158106,-0.032146654261922,0.0100894724303009,-1.17917876986051,0.238326997957465,0.843909461692622,-0.0114324324999985,-0.0307632083628755,0.00883379132808125,8,900,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.445187839705386
"ITPR2",-0.0851089679151843,-0.231002953688437,0.060785017858068,-1.17878405259409,0.238484176094554,0,NA,NA,NA,2,173,"study_4_EOD_vs_LOD; study_7_EOD_vs_LOD",2,"study_4; study_7",0.743180789000777
"FAM174A",-0.0232464850730147,-0.0723643820006936,0.0258714118546643,-1.1769642682675,0.239209768333778,0.34740873568645,-0.023369472750753,-0.0498728510070569,-0.00540350504782015,8,840,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.445746982943919
"DSG1",0.191919793317216,-0.0946587137305351,0.478498300364968,1.17610700432513,0.239552119311906,0.0181255692037671,NA,NA,NA,4,363,"study_1_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",2,"study_1; study_6",0.743180789000777
"CA9",-0.071185895990966,-0.179077484985506,0.0367056930035741,-1.17466542436675,0.240128597375723,0.620616074786012,NA,NA,NA,4,934,"study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_2; study_8",0.743180789000777
"SERPINI1",-0.00873838249980664,-0.0465909016117762,0.029114136612163,-1.1727801206439,0.240883992037134,0.873600332042241,-0.00887759164958785,-0.0578517408257073,0.0239756643305712,8,1033,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.446473422057674
"SPINT1",-0.0378352568846958,-0.0848855896150185,0.00921507584562693,-1.17177136459701,0.241288862296628,0.730550337017929,-0.0372976892851254,-0.0523059409375402,-0.0239904335096717,10,1727,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_8",0.446473422057674
"SAA1",0.145717014325002,-0.00089538965875699,0.292329418308761,1.17161222113745,0.241352779201334,0.927647538149548,0.153017723754858,-0.127846895621338,0.304241658399505,7,708,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.446473422057674
"TM9SF3",0.0270096099328794,-0.0292997932159416,0.0833190130817005,1.17088933019201,0.241643264462906,0.335436316931798,0.0258481378417038,-0.0063103125332095,0.0529849482909513,5,610,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.655383683128662
"PTPRO",0.177584073908306,-0.0906576271680892,0.445825774984701,1.17067148984368,0.241730849284305,0.701775102157039,NA,NA,NA,2,94,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD",2,"study_11; study_2",0.743180789000777
"DLK1",-0.0384501562221037,-0.0973673971092603,0.0204670846650529,-1.17008510959846,0.241966720139663,0.0340836532551682,-0.0384836550776582,-0.0499246800791595,-0.026586738363977,8,1400,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_6_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",4,"study_1; study_11; study_6; study_8",0.619747413146647
"MT1HL1",-0.0326735824034532,-0.0930341243362431,0.0276869595293368,-1.16812756581553,0.24275531261994,0,NA,NA,NA,2,356,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD",2,"study_1; study_11",0.743180789000777
"ADGRL3",-0.0165476617973964,-0.0437224207521949,0.0106270971574022,-1.16793958948024,0.242831133484093,0.932983522344537,-0.0172046946715491,-0.0451039436081789,0.0242313510889727,8,901,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.448123154545524
"ENPP1",0.214229538155912,-0.235603721321805,0.664062797633629,1.16702917420431,0.243198588024548,0.342229360620077,NA,NA,NA,2,116,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD",2,"study_11; study_2",0.743180789000777
"GASK1A",0.0234861187283356,-0.026725385365034,0.0736976228217051,1.16555032822036,0.243796300668721,0.258117791864699,0.0237351371245378,0.0109861374072451,0.0382242131680402,6,741,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.619747413146647
"CD14",-0.0600203970486788,-0.0955585942286294,-0.0244821998687283,-1.16467745296349,0.244149578966437,0.939889265940574,-0.060274356924728,-0.0931307398326967,0.0255716236791174,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.449470550193634
"VWA7",-0.0417143899941381,-0.122116111768801,0.0386873317805245,-1.16384332313561,0.24448751160831,0.514547111491999,-0.0402856288172167,-0.0730398005593137,-0.00559847765634317,5,533,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.619747413146647
