"Protein","Weighted_Effect","CI_Lower","CI_Upper","Z_score","P_value","I_squared","LOO_Mean","LOO_CI_Lower","LOO_CI_Upper","N_Studies","Total_N","Studies","N_Unique_Studies","Unique_Study_Names","FDR_BH_Stratified"
"ERP44",-0.0264160722365198,-0.0502368114919024,-0.00259533298113715,-1.76378504760231,0.0777681758528554,0.856876233259456,-0.0271464079652513,-0.043784572459286,-0.000678831305236401,9,894,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.226774375387716
"DSTN",0.109008946405501,-0.0445351153555693,0.262553008166571,1.76268781120959,0.0779531576316807,0.381061344994991,0.109835668780284,0.0674805764571292,0.140453796716137,7,622,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.329249805688995
"SYN1",0.0745085149771862,-0.00780165207725986,0.156818682031632,1.76259252827327,0.07796923816141,0.247251791120836,0.0758581048148636,0.0282324824558482,0.105849574926902,5,631,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.442356085895346
"VAMP5",0.0334038183999365,-0.00349486399686092,0.0703025007967339,1.76162096633824,0.0781333591111527,0,NA,NA,NA,4,930,"study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_2; study_8",0.508295000196014
"SERPINA6",0.0649973555751823,-0.00122269743300397,0.131217408583368,1.75933376592145,0.0785208346223339,0.291871008755138,0.0655371651251056,0.034112052378517,0.0893472389105421,8,1033,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.228098546203282
"TMSB10",-0.113050708077003,-0.239062765169775,0.0129613490157697,-1.75448506695547,0.0793474264672323,0,NA,NA,NA,3,914,"study_3_Olink_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_3_Olink; study_8",0.508295000196014
"TICAM2",0.0954278891145306,0.00352537148052148,0.18733040674854,1.75441392805117,0.0793596064822163,0.659233411650865,NA,NA,NA,3,126,"study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_7_EOD_vs_LOD",2,"study_2; study_7",0.508295000196014
"ALCAM",-0.0296469899110837,-0.0671150553202668,0.00782107549809936,-1.75166029200552,0.0798322385722606,0,-0.0287335442023882,-0.0350172477241342,-0.0129989735965962,12,1942,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.212553335198644
"SDC4",-0.0453529011834702,-0.0962078330230136,0.00550203065607333,-1.7515604691466,0.0798494149729693,0,-0.0473398947821437,-0.060605617254753,-0.0386879886278153,7,1303,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",4,"study_11; study_2; study_6; study_8",0.329249805688995
"APLP2",-0.0250175597596409,-0.0690245450779783,0.0189894255586965,-1.75132413464785,0.0798900927430198,0.806183188820618,-0.024398112946194,-0.0462245436535711,0.00474660959011377,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.231025410311836
"EFNB2",-0.0238416212520628,-0.0537067459052621,0.0060235034011366,-1.74991397222913,0.0801331593359117,0.614664051985284,-0.0242129316771853,-0.0403202765552468,-0.00482165933435878,9,1021,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.231025410311836
"PTPRB",-0.0705072275926575,-0.149736733236035,0.00872227805071994,-1.74831267272996,0.0804099000245152,0,-0.0719900134079744,-0.0888954318632207,-0.0621541782602809,4,489,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.443388048994487
"PLS3",-0.0623633247288361,-0.15568479313522,0.0309581436775473,-1.74747557301836,0.0805548784538455,0.611317828931125,-0.0667584712639742,-0.113163882648544,-0.0430148045539554,6,636,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.443388048994487
"IFNGR1",-0.0403653165606908,-0.0869954672526418,0.00626483413126028,-1.74605680610476,0.0808010813954066,0,-0.0401770944727427,-0.0481901883583096,-0.0367295555997523,8,1315,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_6_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",4,"study_1; study_11; study_6; study_8",0.329249805688995
"CDH19",-0.0586262709337861,-0.13444111167796,0.0171885698103874,-1.74593340363786,0.0808225246537126,0.830530826068706,-0.062318723157235,-0.103669994432873,0.0107385493233271,5,548,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.443388048994487
"LNPEP",-0.0314692195818082,-0.0791391613644476,0.0162007222008312,-1.74525029768881,0.0809413094240863,0,-0.0302783412916006,-0.0403877119961486,-0.0164416985717736,6,679,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.329249805688995
"FAM234B",-0.0373105637032003,-0.0903861671655789,0.0157650397591783,-1.74276618148688,0.0813744658937455,0.280471250894934,-0.0359381965154438,-0.0539168660715382,-0.00233183811250075,7,632,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.329249805688995
"CSMD1",-0.104951530346279,-0.229352361295575,0.0194493006030167,-1.7425146298916,0.0814184337567011,0,-0.105805908235525,-0.120826396342466,-0.0916908468780765,5,367,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.443388048994487
"IGKV3-15",0.0711714054162192,-0.0194910568897534,0.161833867722192,1.74099437675049,0.0816845642083928,0.900086853771218,0.0769797889592547,-0.0328372369468812,0.143141564957387,6,702,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_4; study_7",0.329249805688995
"TF",-0.0302336923911847,-0.0729309652161406,0.0124635804337713,-1.73956430404623,0.0819355517475246,0.658385615312231,-0.0308170530389295,-0.0559714604765344,0.000284679710697928,8,963,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.329249805688995
"NPTX1",-0.0311086227400333,-0.0811506602111521,0.0189334147310855,-1.73761713838561,0.0822782979386744,0.927964147286413,-0.0310676640657747,-0.0953881221169031,0.0343614495533424,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.236318118891531
"CNPY3",-0.0299749383489981,-0.0679637085897376,0.00801383189174139,-1.73742347058127,0.0823124514222487,0,-0.0305678438682039,-0.0394775200744052,-0.0192872209301852,7,730,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.329249805688995
"PON3",0.0591997394818181,-0.00187785359926505,0.120277332562901,1.73713013913945,0.0823642025630663,0,0.0613952987714983,0.0404051075331131,0.0920085312902956,9,1642,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_4_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.216587347480656
"GANAB",-0.00759137773001917,-0.0399941688340424,0.0248114133740041,-1.73552364425772,0.0826480972416077,0.900167817790613,-0.00697531363439458,-0.0387207226535421,0.0233627053330827,7,883,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.236480041124023
"YME1L1",0.152710295873519,-0.0224720309016102,0.327892622648648,1.73544886448451,0.0826613313810889,0,0.148810789521315,0.110011040614605,0.168629409438095,3,200,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_11; study_2; study_6",0.443388048994487
"SCG5",-0.024349327564159,-0.0648241394399836,0.0161254843116657,-1.73018741735217,0.0835967956877356,0.763375918447272,-0.0244936379790289,-0.0548866649864403,0.00648889168586076,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.236480041124023
"C1QTNF5",-0.026159931218829,-0.0681143514147235,0.0157944889770656,-1.73000173288948,0.0836299656205279,0.757913710817263,-0.0269090179146564,-0.0423856365679446,0.00205597163303237,8,875,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.236480041124023
"CHGB",-0.0185427422237503,-0.065885181518408,0.0287996970709075,-1.72972133226813,0.0836800754689473,0.959688380158023,-0.0187299795145901,-0.103786904742338,0.0702118539957076,9,1041,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.236480041124023
"ERMN",-0.111171025095612,-0.219650241856268,-0.00269180833495587,-1.72920856392941,0.0837717741804155,0.450872717742489,-0.11996370965498,-0.172867438679492,-0.0626704215213021,4,267,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_11; study_2; study_6",0.443388048994487
"RBP4",0.0465619345322153,-0.00798216842930364,0.101106037493734,1.72682514967732,0.0841990703110002,0.806771560015593,0.0460471754106853,0.00279652885770942,0.0866846878020445,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.236480041124023
"MDH2",0.0279530985901064,-0.01344123691644,0.0693474340966528,1.72660682959707,0.0842382985488521,0,0.0276815984037949,0.0199211765017602,0.0366245109719302,8,867,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.236480041124023
"PROCR",-0.0399086852095515,-0.0828621220337502,0.00304475161464716,-1.72514482591631,0.0845013759513853,0.489119312393366,-0.0389060752937623,-0.0562519374241123,-0.0252155917137513,9,963,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.236480041124023
"GFRA2",-0.0292567314319488,-0.0673034995123105,0.00879003664841293,-1.72471657583372,0.0845785623325036,0,-0.0294931153236305,-0.0358993765028798,-0.0169552614129812,12,1962,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.217877102027199
"IGHV4-4",0.14950954554801,0.0267416902540005,0.27227740084202,1.72147284009362,0.0851650565302857,0.764389126972832,0.149585822093998,0.0995419140669241,0.201397643344822,6,848,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.237467529887366
"MXRA8",-0.0347715994303282,-0.0606310811398327,-0.00891211772082368,-1.71963875423161,0.0854981270588553,0.837257690988958,-0.0351061386238452,-0.0531636116517356,-0.00266724783791017,7,773,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.336860463160646
"AMBP",0.0375243190563742,-0.0156881226032755,0.0907367607160239,1.7196248032723,0.0855006645863851,0.687298041093531,0.0370035460060942,0.0124366317806036,0.0746406389963591,12,1965,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.217877102027199
"ABL1",-0.0646569112699461,-0.136848850549748,0.00753502800985618,-1.71915283783844,0.0855865458302743,0.428289820347414,NA,NA,NA,3,914,"study_3_Olink_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_3_Olink; study_8",0.540621895199175
"CP",0.0593732962657203,-0.00365760207227104,0.122404194603712,1.71819887173795,0.0857603472725498,0.255664899194592,0.0607894180180463,0.0371586274495576,0.0898581342811846,7,945,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.336860463160646
"CORO1B",0.0346072803691881,-0.0879643604237824,0.157178921162159,1.71813346442597,0.0857722741589526,0.860012641526589,0.0172150056182659,-0.111137721921775,0.0824321428494017,3,308,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.443388048994487
"SLC1A3",-0.127045309941918,-0.256648514401326,0.00255789451748997,-1.71797088166075,0.0858019265929013,0.510450919111974,NA,NA,NA,3,229,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD",2,"study_11; study_2",0.540621895199175
"CD99L2",-0.025266516552638,-0.0548711757314111,0.00433814262613497,-1.71730551899601,0.0859233641797404,0,-0.0254352816950531,-0.0298501641420251,-0.0213962603637074,11,1929,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.217877102027199
"PCDH18",-0.0884145311698836,-0.176856064964757,2.70026249893363e-05,-1.71656191617682,0.0860592459327079,0.558151080067719,-0.0875780098761588,-0.139393117127189,-0.0276874641318863,4,454,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.443388048994487
"IGLV1-36",0.120531848708624,-0.0106910158670315,0.25175471328428,1.71487118753182,0.0863688462298854,0,0.123551273793349,0.0835236947112273,0.168638688753508,4,595,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.443388048994487
"IGKV3D-15",0.0910691979321606,-0.0194410628077649,0.201579458672086,1.71439581275879,0.086456057026227,0.846307409626259,0.0944306820218421,-0.011343210328111,0.144182022031881,6,824,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.240190645701954
"CHST7",-0.0508909535707509,-0.11721310704147,0.0154311998999681,-1.71341387307382,0.0866364258374285,0.633059196123275,-0.0498848159070646,-0.0746715621456078,-0.00510535372680917,6,698,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.337263229152847
"XPNPEP1",0.135341137885303,-0.00911071311268002,0.279792988883287,1.71335790011924,0.0866467164457894,0.466049997132393,NA,NA,NA,3,161,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD",2,"study_11; study_2",0.541541977786184
"EGFLAM",-0.0386391871705137,-0.0890234058237596,0.0117450314827322,-1.71268027057028,0.0867713767213199,0.645094325087687,-0.0389640926246294,-0.0699877332550072,-0.000792820376103766,6,672,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.443388048994487
"NPNT",0.0330011395098496,-0.0122869698810913,0.0782892489007905,1.7118560669485,0.086923196655394,0.837272432485011,0.0372237816279638,0.00757727096539205,0.0589473253240854,6,575,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_7_EOD_vs_LOD",3,"study_1; study_11; study_7",0.443388048994487
"FCGBP",0.0911690004256761,0.00461015157430349,0.177727849277049,1.71005020805526,0.0872565890600581,0.964342894339506,0.0929889469910349,-0.0707596488985466,0.189953811746462,8,1033,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.241536355224219
"NLGN1",-0.0248297161269053,-0.0562629065593253,0.00660347430551477,-1.70681579679097,0.087856295352524,0.864615962519179,-0.0250793058446487,-0.0385136680908216,0.00956771785430702,8,889,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.242318446387467
"STMN1",0.0403323983785506,-0.0162331596448049,0.0968979564019061,1.70646883530783,0.0879208239458962,0.0295304367862941,0.0381565482163346,0.0169121501538394,0.0653816341708234,7,707,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.33831685482116
"S100A11",0.0332108030913752,-0.0128668393303014,0.0792884455130517,1.70358313649401,0.0884589941504868,0,0.0313333465002525,0.016706267134012,0.045276583120678,9,1556,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",4,"study_1; study_11; study_6; study_8",0.33831685482116
"PRCP",-0.0740020177898059,-0.126521989235286,-0.0214820463443255,-1.7007456562742,0.0889907578189747,0.847731065287731,-0.0687913428061423,-0.0982333350557341,0.0221895850708742,12,1965,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.223000369593431
