"Protein","Weighted_Effect","CI_Lower","CI_Upper","Z_score","P_value","I_squared","LOO_Mean","LOO_CI_Lower","LOO_CI_Upper","N_Studies","Total_N","Studies","N_Unique_Studies","Unique_Study_Names","FDR_BH_Stratified"
"ARL3",0.00767592352178256,-0.139024221165301,0.154376068208866,0.254437136247577,0.799157864144874,0,NA,NA,NA,3,118,"study_2_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_6_LOD_vs_CN",2,"study_2; study_6",0.91600685674188
"MEPE",0.0179488544379565,-0.0496097165543246,0.0855074254302376,0.251420993678135,0.80148863827403,0.548548406204475,0.023962351066329,-0.011907147123232,0.0696287346729484,6,857,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_3_Olink_LOD_vs_CN; study_5_LOD_vs_CN; study_6_LOD_vs_CN",3,"study_1; study_11; study_6",0.881454408585483
"IGKV1D-17",0.0108687362895247,-0.0855967838107339,0.107334256389783,0.250837936616621,0.801939409831708,0,NA,NA,NA,2,787,"study_1_LOD_vs_CN; study_11_LOD_vs_CN",2,"study_1; study_11",0.91600685674188
"ATIC",0.0264837576640806,-0.108588438924198,0.161555954252359,0.250775478964466,0.801987700841296,0.462340871856695,NA,NA,NA,3,470,"study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_3_Soma_LOD_vs_CN",2,"study_11; study_2",0.91600685674188
"DSP",-0.00142937562383973,-0.154344361025256,0.151485609777577,-0.250702533848934,0.802044101505709,0.163866835837418,0.0140530782931324,-0.0421488757283888,0.117817027970718,5,856,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_5_LOD_vs_CN; study_6_LOD_vs_CN",3,"study_1; study_11; study_6",0.881454408585483
"NIT2",-0.0235370150239577,-0.155192422667385,0.10811839261947,-0.250699080481951,0.802046771651014,0,NA,NA,NA,2,363,"study_11_LOD_vs_CN; study_3_Soma_LOD_vs_CN",2,"study_11; study_3_Soma",0.91600685674188
"TUBB4A",-0.000822506149807389,-0.0668474947211339,0.0652024824215191,-0.249855992429686,0.802698716910528,0.756855873330837,NA,NA,NA,3,909,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN",2,"study_1; study_11",0.91600685674188
"TMEM25",0.000594798428931261,-0.0228836726091543,0.0240732694670168,0.248599976725309,0.803670226502364,0.653159646160458,0.0011140214892738,-0.0078976103249707,0.0152836091747352,8,1465,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_4_LOD_vs_CN; study_5_LOD_vs_CN; study_6_LOD_vs_CN; study_7_LOD_vs_CN",5,"study_1; study_11; study_4; study_6; study_7",0.848931873874063
"CDON",-0.00937314696812129,-0.0956026776776464,0.0768563837414039,-0.246318429135229,0.805435744967977,0,NA,NA,NA,4,956,"study_3_Olink_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_8_LOD_vs_CN; study_9_LOD_vs_CN",2,"study_3_Soma; study_8",0.917766546194965
"AZGP1",0.0118049083422823,-0.0248727560339725,0.0484825727185371,-0.24471409024608,0.806677817267931,0.891313705984935,0.0130580906717608,-0.00742075785879648,0.0590420308308777,9,1732,"study_1_LOD_vs_CN; study_10_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_4_LOD_vs_CN; study_5_LOD_vs_CN; study_6_LOD_vs_CN; study_7_LOD_vs_CN",5,"study_1; study_11; study_4; study_6; study_7",0.850939974594017
"GRM4",-0.569065004031879,-1.92746531811497,0.789335310051214,0.243356434415621,0.80772928973246,0.993836503781632,NA,NA,NA,2,91,"study_3_Soma_LOD_vs_CN; study_6_LOD_vs_CN",2,"study_3_Soma; study_6",0.919016436317822
"AQP1",0.0130487423824397,-0.0798643780291202,0.105961862794,0.239763422340885,0.810513664672359,0,NA,NA,NA,2,518,"study_11_LOD_vs_CN; study_6_LOD_vs_CN",2,"study_11; study_6",0.920632195647919
"NIBAN1",-0.0169902960340065,-0.061705804472476,0.027725212404463,0.238430942880636,0.811546870382345,0.908577094572719,NA,NA,NA,2,890,"study_1_LOD_vs_CN; study_11_LOD_vs_CN",2,"study_1; study_11",0.920632195647919
"CTHRC1",-0.00217752960538217,-0.0277908584796599,0.0234357992688956,-0.2383628945839,0.811599643915601,0.935057726570112,-0.00706169765116515,-0.0624639332820196,0.0518034250322941,6,1090,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_5_LOD_vs_CN; study_6_LOD_vs_CN",3,"study_1; study_11; study_6",0.890033426775718
